comparison	ID	cosmid_id	gene	AveExpr	t	P_Value	adj_P_Val	B	FC
L2-intestine_up_vs_L2-reference	WBGene00021178	Y9C9A.8	Y9C9A.8	8.06	5.44	0	0	5.6	3.06
L2-intestine_up_vs_L2-reference	WBGene00018874	F55C12.7	tag-234	8.69	5.43	0	0	5.6	3.44
L2-intestine_up_vs_L2-reference	WBGene00015279	C01B10.4	C01B10.4	7.33	5.43	0	0	5.6	2.12
L2-intestine_up_vs_L2-reference	WBGene00015152	B0348.2	B0348.2	9.65	5.43	0	0	5.59	5.96
L2-intestine_up_vs_L2-reference	WBGene00019215	H20E11.3	H20E11.3	8.43	5.42	0	0	5.56	3.7
L2-intestine_up_vs_L2-reference	WBGene00009396	F35C5.8	clec-65	9.75	5.42	0	0	5.55	3.57
L2-intestine_up_vs_L2-reference	WBGene00013694	Y106G6A.1	Y106G6A.1	9.74	5.42	0	0	5.55	2.22
L2-intestine_up_vs_L2-reference	WBGene00009798	F46G10.4	F46G10.4	8.68	5.42	0	0	5.54	3.54
L2-intestine_up_vs_L2-reference	WBGene00009854	F49A5.2	clec-31	7.45	5.41	0	0	5.53	2.2
L2-intestine_up_vs_L2-reference	WBGene00009914	F49H6.13	F49H6.13	7.15	5.41	0	0	5.51	3.1
L2-intestine_up_vs_L2-reference	WBGene00010928	M162.2	clec-258	7.74	5.41	0	0	5.51	3.92
L2-intestine_up_vs_L2-reference	WBGene00017337	F10D2.12	F10D2.12	8.03	5.41	0	0	5.5	2.95
L2-intestine_up_vs_L2-reference	WBGene00003689	M02H5.1	nhr-99	8.02	5.41	0	0	5.49	2.34
L2-intestine_up_vs_L2-reference	WBGene00016282	C31B8.7	C31B8.7	8.06	5.4	0	0	5.48	2.44
L2-intestine_up_vs_L2-reference	WBGene00013901	ZC443.6	ugt-16	8.5	5.4	0	0	5.48	2.38
L2-intestine_up_vs_L2-reference	WBGene00007392	C06H5.1	fbxa-156	8.47	5.4	0	0	5.48	3.81
L2-intestine_up_vs_L2-reference	WBGene00008340	C55A6.11	C55A6.11	7.32	5.4	0	0	5.48	2.51
L2-intestine_up_vs_L2-reference	WBGene00007393	C06H5.2	fbxa-157	8.27	5.4	0	0	5.47	4.44
L2-intestine_up_vs_L2-reference	WBGene00012583	Y38E10A.5	clec-4	8.67	5.38	0	0	5.4	3.18
L2-intestine_up_vs_L2-reference	WBGene00012582	Y38E10A.4	clec-8	7.8	5.37	0	0	5.38	2.48
L2-intestine_up_vs_L2-reference	WBGene00021582	Y46C8AL.4	clec-71	7.48	5.37	0	0	5.38	2.6
L2-intestine_up_vs_L2-reference	WBGene00009002	F21C3.3	hint-1	9.23	5.37	0	0	5.36	2.5
L2-intestine_up_vs_L2-reference	WBGene00009466	F36D1.7	F36D1.7	8.2	5.36	0	0	5.34	2.75
L2-intestine_up_vs_L2-reference	WBGene00022474	Y119C1B.9	Y119C1B.9	8.54	5.36	0	0	5.33	3.07
L2-intestine_up_vs_L2-reference	WBGene00011559	T07C4.1	T07C4.1	8.8	5.36	0	0	5.32	2.17
L2-intestine_up_vs_L2-reference	WBGene00015284	C01B10.10	C01B10.10	7.65	5.36	0	0	5.31	2.1
L2-intestine_up_vs_L2-reference	WBGene00015984	C18G1.6	C18G1.6	7.24	5.35	0	0	5.28	2.16
L2-intestine_up_vs_L2-reference	WBGene00010774	K11E4.2	K11E4.2	8.46	5.35	0	0	5.27	3.33
L2-intestine_up_vs_L2-reference	WBGene00016379	C33H5.13	C33H5.13	10.29	5.33	0	0	5.22	2.33
L2-intestine_up_vs_L2-reference	WBGene00044696	F52E1.14	F52E1.14	9.46	5.33	0	0	5.21	3.22
L2-intestine_up_vs_L2-reference	WBGene00009165	F26E4.12	F26E4.12	10.1	5.32	0	0	5.17	3.47
L2-intestine_up_vs_L2-reference	WBGene00015362	C02H6.2	fbxa-105	7.89	5.32	0	0	5.16	3.27
L2-intestine_up_vs_L2-reference	WBGene00003670	H10E21.3	nhr-80	9.06	5.31	0	0	5.15	2.09
L2-intestine_up_vs_L2-reference	WBGene00003698	F35E8.12	nhr-108	7.07	5.31	0	0	5.15	3.18
L2-intestine_up_vs_L2-reference	WBGene00003615	T12C9.6	nhr-16	8	5.3	0	0	5.11	2.33
L2-intestine_up_vs_L2-reference	WBGene00013609	Y102A5B.3	clec-37	7.89	5.29	0	0	5.08	2.68
L2-intestine_up_vs_L2-reference	WBGene00010127	F55G11.7	F55G11.7	7.94	5.29	0	0	5.08	2.07
L2-intestine_up_vs_L2-reference	WBGene00019444	K06C4.8	K06C4.8	7.33	5.28	0	0	5.05	2.53
L2-intestine_up_vs_L2-reference	WBGene00013762	Y113G7B.12	Y113G7B.12	7.51	5.28	0	0	5.03	2.04
L2-intestine_up_vs_L2-reference	WBGene00019225	H22K11.2	H22K11.2	8.05	5.28	0	0	5.02	2.42
L2-intestine_up_vs_L2-reference	WBGene00015609	C08F1.5	math-4	8.66	5.27	0	0	4.99	2.34
L2-intestine_up_vs_L2-reference	WBGene00009857	F49A5.5	clec-28	7.87	5.27	0	0	4.98	2.3
L2-intestine_up_vs_L2-reference	WBGene00016884	C52E2.5	C52E2.5	7.04	5.26	0	0	4.97	2.18
L2-intestine_up_vs_L2-reference	WBGene00013608	Y102A5B.2	clec-35	7.77	5.26	0	0	4.96	2.71
L2-intestine_up_vs_L2-reference	WBGene00011076	R07B1.3	R07B1.3	7.86	5.25	0	0	4.94	2.25
L2-intestine_up_vs_L2-reference	WBGene00010811	M01F1.5	hmit-1.3	8.46	5.25	0	0	4.93	2.58
L2-intestine_up_vs_L2-reference	WBGene00011209	R10E8.3	R10E8.3	8.38	5.24	0	0	4.9	2.43
L2-intestine_up_vs_L2-reference	WBGene00022177	Y71H2AM.12	Y71H2AM.12	7.86	5.24	0	0	4.9	2.46
L2-intestine_up_vs_L2-reference	WBGene00007073	AC3.8	ugt-2	7.9	5.24	0	0	4.87	2.21
L2-intestine_up_vs_L2-reference	WBGene00012668	Y39B6A.5	Y39B6A.5	9.36	5.22	0	0	4.83	2.88
L2-intestine_up_vs_L2-reference	WBGene00017667	F21E9.3	ttr-37	8.34	5.22	0	0	4.82	3.91
L2-intestine_up_vs_L2-reference	WBGene00019813	R01H2.5	ger-1	9.68	5.19	0	0	4.72	3.06
L2-intestine_up_vs_L2-reference	WBGene00010296	F59A1.10	F59A1.10	9.13	5.19	0	0	4.72	2.52
L2-intestine_up_vs_L2-reference	WBGene00020799	T25D10.1	T25D10.1	7.89	5.18	0	0	4.68	3.08
L2-intestine_up_vs_L2-reference	WBGene00044637	Y47D7A.16	Y47D7A.16	8.06	5.17	0	0	4.65	2.31
L2-intestine_up_vs_L2-reference	WBGene00011821	T18D3.3	T18D3.3	8.54	5.16	0	0	4.6	2.93
L2-intestine_up_vs_L2-reference	WBGene00021495	Y40C5A.1	Y40C5A.1	8.53	5.16	0	0	4.6	3.43
L2-intestine_up_vs_L2-reference	WBGene00012201	W02B12.1	W02B12.1	8.41	5.16	0	0	4.58	3.34
L2-intestine_up_vs_L2-reference	WBGene00012162	VZC374L.1	VZC374L.1	7.72	5.14	0	0	4.51	2.58
L2-intestine_up_vs_L2-reference	WBGene00013284	Y57A10C.6	Y57A10C.6	9.11	5.13	0	0	4.5	2.47
L2-intestine_up_vs_L2-reference	WBGene00022331	Y82E9BL.15	fbxa-19	7.93	5.13	0	0	4.5	2.83
L2-intestine_up_vs_L2-reference	WBGene00019674	K12C11.3	K12C11.3	9.3	5.13	0	0	4.48	3.31
L2-intestine_up_vs_L2-reference	WBGene00015829	C16C4.5	math-15	8.06	5.12	0	0	4.45	3.65
L2-intestine_up_vs_L2-reference	WBGene00019068	F58H7.2	F58H7.2	8.5	5.12	0	0	4.45	2.32
L2-intestine_up_vs_L2-reference	WBGene00012688	Y39B6A.29	Y39B6A.29	7.8	5.12	0	0	4.43	2.37
L2-intestine_up_vs_L2-reference	WBGene00008375	D1054.8	D1054.8	8.51	5.11	0	0	4.43	3.12
L2-intestine_up_vs_L2-reference	WBGene00017289	F09E5.11	F09E5.11	9.44	5.11	0	0	4.41	2.66
L2-intestine_up_vs_L2-reference	WBGene00003607	F33D4.1	nhr-8	9.28	5.1	0	0	4.37	2.12
L2-intestine_up_vs_L2-reference	WBGene00044065	W09G3.3	tag-229	8.63	5.09	0	0	4.35	2.59
L2-intestine_up_vs_L2-reference	WBGene00012529	Y32F6A.4	Y32F6A.4	8.53	5.09	0	0	4.34	2.59
L2-intestine_up_vs_L2-reference	WBGene00020307	T07D3.4	T07D3.4	8.33	5.08	0	0	4.32	2.64
L2-intestine_up_vs_L2-reference	WBGene00013101	Y51H4A.5	Y51H4A.5	7.92	5.08	0	0	4.3	2.78
L2-intestine_up_vs_L2-reference	WBGene00015793	C15C7.7	C15C7.7	9.07	5.07	0	0	4.28	3.09
L2-intestine_up_vs_L2-reference	WBGene00003056	C39E6.1	lon-2	8.49	5.07	0	0	4.27	2.38
L2-intestine_up_vs_L2-reference	WBGene00008336	C55A6.7	C55A6.7	8.45	5.07	0	0	4.25	2.93
L2-intestine_up_vs_L2-reference	WBGene00004197	F08B12.2	prx-12	8.06	5.06	0	0	4.25	2.47
L2-intestine_up_vs_L2-reference	WBGene00007808	C29F4.2	C29F4.2	7.7	5.06	0	0	4.24	2.26
L2-intestine_up_vs_L2-reference	WBGene00009526	F38A1.14	clec-169	7.94	5.06	0	0	4.23	2.13
L2-intestine_up_vs_L2-reference	WBGene00011073	R07A4.2	R07A4.2	8.89	5.06	0	0	4.22	2.99
L2-intestine_up_vs_L2-reference	WBGene00016224	C29F9.10	fbxa-57	7.77	5.05	0	0	4.18	3.59
L2-intestine_up_vs_L2-reference	WBGene00019720	M01H9.4	M01H9.4	10.14	5.04	0	0	4.17	2.32
L2-intestine_up_vs_L2-reference	WBGene00015756	C14C6.2	C14C6.2	9.41	5.04	0	0	4.15	2.49
L2-intestine_up_vs_L2-reference	WBGene00013968	ZK287.9	ZK287.9	9.1	5.01	0	0	4.04	3.3
L2-intestine_up_vs_L2-reference	WBGene00010897	M28.6	lact-3	9.41	5.01	0	0	4.04	2.68
L2-intestine_up_vs_L2-reference	WBGene00009517	F38A1.4	clec-167	7.41	5	0	0	4.02	2.35
L2-intestine_up_vs_L2-reference	WBGene00017283	F09E5.3	F09E5.3	10.01	5	0	0	4	2.66
L2-intestine_up_vs_L2-reference	WBGene00021583	Y46C8AL.5	clec-72	8.5	4.98	0	0	3.96	3.32
L2-intestine_up_vs_L2-reference	WBGene00044332	T20B3.16	clec-36	7.4	4.98	0	0	3.96	2.39
L2-intestine_up_vs_L2-reference	WBGene00021167	Y5H2B.5	cyp-32B1	8.28	4.98	0	0	3.95	2.41
L2-intestine_up_vs_L2-reference	WBGene00018939	F56C3.2	fbxa-190	7.09	4.97	0	0	3.92	2.08
L2-intestine_up_vs_L2-reference	WBGene00019261	H34I24.2	H34I24.2	9.9	4.97	0	0	3.92	2.21
L2-intestine_up_vs_L2-reference	WBGene00021796	Y52E8A.3	Y52E8A.3	8.77	4.97	0	0	3.91	4.17
L2-intestine_up_vs_L2-reference	WBGene00019214	H20E11.2	H20E11.2	7.16	4.97	0	0	3.91	2.87
L2-intestine_up_vs_L2-reference	WBGene00002055	F37B4.2	ifc-1	9.59	4.97	0	0	3.9	2.37
L2-intestine_up_vs_L2-reference	WBGene00001795	C05C12.3	gtl-1	8.58	4.96	0	0	3.86	2.11
L2-intestine_up_vs_L2-reference	WBGene00009374	F34D10.4	F34D10.4	9.84	4.95	0	0	3.84	2.58
L2-intestine_up_vs_L2-reference	WBGene00001687	F59D12.4	gpn-1	7.85	4.95	0	0	3.83	2.06
L2-intestine_up_vs_L2-reference	WBGene00016883	C52E2.4	C52E2.4	7.44	4.94	0	0	3.82	2.33
L2-intestine_up_vs_L2-reference	WBGene00009140	F26A3.1	F26A3.1	10.24	4.93	0	0	3.78	2.19
L2-intestine_up_vs_L2-reference	WBGene00018146	F37C4.6	F37C4.6	8.62	4.93	0	0	3.77	2.46
L2-intestine_up_vs_L2-reference	WBGene00022353	Y82E9BR.21	Y82E9BR.21	8.85	4.93	0	0	3.77	3.22
L2-intestine_up_vs_L2-reference	WBGene00009293	F31D4.8	F31D4.8	8.63	4.93	0	0	3.75	3.12
L2-intestine_up_vs_L2-reference	WBGene00008234	C50F4.9	C50F4.9	8.21	4.93	0	0	3.75	4.85
L2-intestine_up_vs_L2-reference	WBGene00007685	C18E9.5	C18E9.5	9.14	4.92	0	0	3.74	3.19
L2-intestine_up_vs_L2-reference	WBGene00015107	B0280.13	B0280.13	9.16	4.92	0	0	3.73	2.91
L2-intestine_up_vs_L2-reference	WBGene00044026	W02B12.15	W02B12.15	11.31	4.92	0	0	3.71	2.23
L2-intestine_up_vs_L2-reference	WBGene00018259	F41B4.3	F41B4.3	10.49	4.91	0	0	3.71	2.54
L2-intestine_up_vs_L2-reference	WBGene00019846	R03G5.5	R03G5.5	8.03	4.91	0	0	3.68	3.12
L2-intestine_up_vs_L2-reference	WBGene00009883	F49C12.14	F49C12.14	8.3	4.9	0	0	3.66	3.28
L2-intestine_up_vs_L2-reference	WBGene00011184	R09H10.7	R09H10.7	7.65	4.9	0	0	3.65	2.79
L2-intestine_up_vs_L2-reference	WBGene00000212	ZK455.4	asm-2	8.15	4.9	0	0	3.64	2.14
L2-intestine_up_vs_L2-reference	WBGene00001581	F57F4.3	gfi-1	9.24	4.89	0	0	3.63	2.61
L2-intestine_up_vs_L2-reference	WBGene00021262	Y22D7AR.9	fbxa-74	7.48	4.89	0	0	3.62	2.55
L2-intestine_up_vs_L2-reference	WBGene00020401	T10B11.5	T10B11.5	8.19	4.88	0	0	3.6	3.62
L2-intestine_up_vs_L2-reference	WBGene00012330	W07G1.3	zip-3	9.77	4.88	0	0	3.59	2.34
L2-intestine_up_vs_L2-reference	WBGene00010851	M04C3.2	M04C3.2	8.09	4.88	0	0	3.59	2.49
L2-intestine_up_vs_L2-reference	WBGene00022261	Y73C8C.2	clec-210	7.29	4.88	0	0	3.58	2.14
L2-intestine_up_vs_L2-reference	WBGene00010116	F55F3.2	F55F3.2	8.77	4.87	0	0	3.55	2.38
L2-intestine_up_vs_L2-reference	WBGene00009837	F47H4.6	fbxa-186	6.95	4.87	0	0	3.54	2.02
L2-intestine_up_vs_L2-reference	WBGene00001250	C33D3.1	elt-2	9.14	4.86	0	0	3.51	2.35
L2-intestine_up_vs_L2-reference	WBGene00044403	Y54F10BM.15	fbxa-219	7.34	4.85	0	0	3.49	2.46
L2-intestine_up_vs_L2-reference	WBGene00014864	Y18D10A.22	Y18D10A.22	7.95	4.85	0	0	3.49	2.07
L2-intestine_up_vs_L2-reference	WBGene00000266	C53B4.7	bre-1	10.22	4.85	0	0	3.47	2.24
L2-intestine_up_vs_L2-reference	WBGene00013257	Y57A10A.14	Y57A10A.14	7.85	4.85	0	0	3.47	2.49
L2-intestine_up_vs_L2-reference	WBGene00008992	F21A3.2	F21A3.2	8.55	4.85	0	0	3.47	2.06
L2-intestine_up_vs_L2-reference	WBGene00014136	ZK896.5	ZK896.5	8.52	4.85	0	0	3.47	2.73
L2-intestine_up_vs_L2-reference	WBGene00018342	F42A10.6	F42A10.6	9.24	4.84	0	0	3.45	3.17
L2-intestine_up_vs_L2-reference	WBGene00018885	F55E10.6	F55E10.6	7.98	4.84	0	0	3.45	2.43
L2-intestine_up_vs_L2-reference	WBGene00044166	C54C6.7	C54C6.7	9.22	4.84	0	0	3.44	3.86
L2-intestine_up_vs_L2-reference	WBGene00000412	F35E8.11	cdr-1	7.55	4.83	0	0	3.42	2.68
L2-intestine_up_vs_L2-reference	WBGene00021148	W10G11.19	W10G11.19	8.58	4.83	0	0	3.41	2.39
L2-intestine_up_vs_L2-reference	WBGene00009679	F44D12.2	F44D12.2	8.66	4.83	0	0	3.4	2.36
L2-intestine_up_vs_L2-reference	WBGene00017703	F22E5.1	F22E5.1	8.48	4.83	0	0	3.4	3.65
L2-intestine_up_vs_L2-reference	WBGene00020079	R52.8	math-36	7.32	4.83	0	0	3.4	2.24
L2-intestine_up_vs_L2-reference	WBGene00016556	C40D2.3	math-21	7.2	4.82	0	0	3.39	2.09
L2-intestine_up_vs_L2-reference	WBGene00021018	W04B5.1	W04B5.1	10.57	4.82	0	0	3.36	4.15
L2-intestine_up_vs_L2-reference	WBGene00012251	W04E12.6	clec-49	9.7	4.81	0	0	3.35	3.15
L2-intestine_up_vs_L2-reference	WBGene00007557	C14A4.6	C14A4.6	8.91	4.8	0	0	3.31	3.33
L2-intestine_up_vs_L2-reference	WBGene00009886	F49E2.2	F49E2.2	9.09	4.8	0	0	3.3	2.48
L2-intestine_up_vs_L2-reference	WBGene00010724	K09E9.1	K09E9.1	9.84	4.8	0	0	3.3	2.88
L2-intestine_up_vs_L2-reference	WBGene00016274	C30G12.2	C30G12.2	7.42	4.79	0	0	3.28	2.07
L2-intestine_up_vs_L2-reference	WBGene00008678	F11A5.12	stdh-2	7.36	4.79	0	0	3.27	2.97
L2-intestine_up_vs_L2-reference	WBGene00023432	K12B6.9	K12B6.9	8.78	4.79	0	0	3.26	3.03
L2-intestine_up_vs_L2-reference	WBGene00012127	T28D6.7	T28D6.7	9.31	4.78	0	0	3.25	2.76
L2-intestine_up_vs_L2-reference	WBGene00009925	F52B11.2	F52B11.2	10.23	4.78	0	0	3.24	2.75
L2-intestine_up_vs_L2-reference	WBGene00010253	F58E6.4	F58E6.4	7.24	4.78	0	0	3.22	2.74
L2-intestine_up_vs_L2-reference	WBGene00020258	T05E7.1	T05E7.1	8.39	4.77	0	0	3.2	2.24
L2-intestine_up_vs_L2-reference	WBGene00017131	E04F6.15	E04F6.15	7.41	4.76	0	0	3.15	2.34
L2-intestine_up_vs_L2-reference	WBGene00008595	F08H9.7	clec-56	8.4	4.76	0	0	3.15	2.83
L2-intestine_up_vs_L2-reference	WBGene00010340	F59F5.1	F59F5.1	7.99	4.76	0	0	3.15	2.66
L2-intestine_up_vs_L2-reference	WBGene00022276	Y74C9A.2	nlp-40	11.34	4.75	0	0	3.14	2.58
L2-intestine_up_vs_L2-reference	WBGene00015602	C08E3.10	fbxa-158	8.04	4.75	0	0	3.14	3.56
L2-intestine_up_vs_L2-reference	WBGene00001749	R107.7	gst-1	11.14	4.75	0	0	3.13	3.69
L2-intestine_up_vs_L2-reference	WBGene00000203	Y37D8A.1	arx-5	9.86	4.75	0	0	3.12	2.4
L2-intestine_up_vs_L2-reference	WBGene00015522	C06E1.7	C06E1.7	8.47	4.74	0	0	3.11	2.69
L2-intestine_up_vs_L2-reference	WBGene00013716	Y106G6H.1	Y106G6H.1	8.32	4.74	0	0	3.1	2.12
L2-intestine_up_vs_L2-reference	WBGene00011207	R10E8.1	R10E8.1	8.35	4.74	0	0	3.1	2.24
L2-intestine_up_vs_L2-reference	WBGene00015601	C08E3.9	fbxa-166	7.53	4.74	0	0	3.08	2.1
L2-intestine_up_vs_L2-reference	WBGene00003730	B0495.4	nhx-2	9.04	4.74	0	0	3.08	2.37
L2-intestine_up_vs_L2-reference	WBGene00004986	T07C4.4	spp-1	9.66	4.73	0	0	3.07	3.07
L2-intestine_up_vs_L2-reference	WBGene00008355	D1025.3	fbxa-141	8.06	4.73	0	0	3.07	3
L2-intestine_up_vs_L2-reference	WBGene00016759	C49A9.5	C49A9.5	8.36	4.73	0	0	3.06	2.85
L2-intestine_up_vs_L2-reference	WBGene00007565	C14A6.1	clec-48	8.67	4.73	0	0	3.05	2.52
L2-intestine_up_vs_L2-reference	WBGene00000977	R05D8.8	dhs-14	9.22	4.73	0	0	3.05	2.93
L2-intestine_up_vs_L2-reference	WBGene00045053	K12C11.7	K12C11.7	8.05	4.73	0	0	3.05	2.34
L2-intestine_up_vs_L2-reference	WBGene00017123	E04F6.3	maoc-1	9.55	4.73	0	0	3.05	2.6
L2-intestine_up_vs_L2-reference	WBGene00009237	F28H7.3	F28H7.3	8.58	4.72	0	0	3.02	2.34
L2-intestine_up_vs_L2-reference	WBGene00045507	F10A3.17	F10A3.17	8.41	4.71	0	0	2.99	2.98
L2-intestine_up_vs_L2-reference	WBGene00044654	Y61B8A.4	fbxa-85	7.07	4.71	0	0	2.99	2.02
L2-intestine_up_vs_L2-reference	WBGene00000298	F32G8.6	cat-4	9.33	4.71	0	0	2.98	2.76
L2-intestine_up_vs_L2-reference	WBGene00016102	C25F6.1	C25F6.1	9.59	4.7	0	0	2.94	2.53
L2-intestine_up_vs_L2-reference	WBGene00008602	F09B9.1	F09B9.1	8.4	4.69	0	0	2.93	2.44
L2-intestine_up_vs_L2-reference	WBGene00021531	Y42G9A.1	Y42G9A.1	8.47	4.69	0	0	2.93	3.11
L2-intestine_up_vs_L2-reference	WBGene00017765	F25B4.1	F25B4.1	9.62	4.69	0	0	2.93	2.08
L2-intestine_up_vs_L2-reference	WBGene00020358	T08E11.2	math-39	8.46	4.69	0	0	2.92	2.83
L2-intestine_up_vs_L2-reference	WBGene00017124	E04F6.4	E04F6.4	7.7	4.69	0	0	2.91	2.23
L2-intestine_up_vs_L2-reference	WBGene00008301	C54D10.7	dct-3	8.27	4.69	0	0	2.91	2.57
L2-intestine_up_vs_L2-reference	WBGene00018934	F56B3.11	F56B3.11	10.19	4.69	0	0	2.9	2.23
L2-intestine_up_vs_L2-reference	WBGene00009519	F38A1.6	F38A1.6	7.68	4.68	0	0	2.89	2.2
L2-intestine_up_vs_L2-reference	WBGene00016705	C46C11.2	C46C11.2	8.85	4.68	0	0	2.87	2.34
L2-intestine_up_vs_L2-reference	WBGene00002057	R04E5.10	ifd-1	8.56	4.67	0	0	2.85	2.27
L2-intestine_up_vs_L2-reference	WBGene00000178	ZK1321.3	aqp-10	9.83	4.67	0	0	2.85	2.66
L2-intestine_up_vs_L2-reference	WBGene00009008	F21D5.3	F21D5.3	8.52	4.67	0	0	2.84	2.27
L2-intestine_up_vs_L2-reference	WBGene00007453	C08F11.5	fbxa-98	8.54	4.67	0	0	2.83	3.24
L2-intestine_up_vs_L2-reference	WBGene00017919	F29B9.1	F29B9.1	9.05	4.66	0	0	2.82	2.11
L2-intestine_up_vs_L2-reference	WBGene00011167	R09D1.11	R09D1.11	7.34	4.66	0	0	2.82	2.05
L2-intestine_up_vs_L2-reference	WBGene00010334	F59F3.4	F59F3.4	8.41	4.66	0	0	2.81	2.19
L2-intestine_up_vs_L2-reference	WBGene00000981	C45B11.3	dhs-18	9.13	4.65	0	0	2.8	2.69
L2-intestine_up_vs_L2-reference	WBGene00015471	C05D9.2	lmp-2	8.87	4.64	0	0	2.76	3.12
L2-intestine_up_vs_L2-reference	WBGene00020889	T28C12.2	T28C12.2	7.86	4.64	0	0	2.76	2.02
L2-intestine_up_vs_L2-reference	WBGene00017660	F21C10.11	F21C10.11	9.63	4.64	0	0	2.75	4.52
L2-intestine_up_vs_L2-reference	WBGene00011006	R04B5.9	ugt-47	8.12	4.63	0	0	2.72	2.01
L2-intestine_up_vs_L2-reference	WBGene00018375	F43C9.1	F43C9.1	8.01	4.63	0	0	2.71	2.13
L2-intestine_up_vs_L2-reference	WBGene00010124	F55G11.4	F55G11.4	8.43	4.63	0	0	2.7	3.42
L2-intestine_up_vs_L2-reference	WBGene00008229	C50F4.1	C50F4.1	9.77	4.63	0	0	2.69	2.83
L2-intestine_up_vs_L2-reference	WBGene00008831	F14H3.12	F14H3.12	9.69	4.62	0	0	2.69	3.04
L2-intestine_up_vs_L2-reference	WBGene00010659	K08D8.5	K08D8.5	7.77	4.62	0	0	2.69	2.16
L2-intestine_up_vs_L2-reference	WBGene00021060	W06B11.3	dct-11	8.8	4.62	0	0	2.68	2.8
L2-intestine_up_vs_L2-reference	WBGene00010238	F58B4.5	F58B4.5	8.62	4.62	0	0	2.66	2.68
L2-intestine_up_vs_L2-reference	WBGene00010257	F58E6.8	F58E6.8	7.1	4.61	0	0	2.64	2.01
L2-intestine_up_vs_L2-reference	WBGene00016998	D1005.4	D1005.4	8.46	4.61	0	0	2.63	3.58
L2-intestine_up_vs_L2-reference	WBGene00010102	F55C9.5	F55C9.5	8.97	4.6	0	0	2.62	6.05
L2-intestine_up_vs_L2-reference	WBGene00008483	E04D5.4	E04D5.4	9.06	4.6	0	0	2.62	5.39
L2-intestine_up_vs_L2-reference	WBGene00012407	Y7A5A.1	Y7A5A.1	9.15	4.6	0	0	2.61	2.16
L2-intestine_up_vs_L2-reference	WBGene00022200	Y71H10A.2	Y71H10A.2	9.31	4.59	0	0	2.58	2.69
L2-intestine_up_vs_L2-reference	WBGene00044488	Y54G2A.45	Y54G2A.45	8.92	4.59	0	0	2.58	2.58
L2-intestine_up_vs_L2-reference	WBGene00005712	R13F6.3	srv-1	9.2	4.59	0	0	2.57	2.45
L2-intestine_up_vs_L2-reference	WBGene00015933	C17H12.8	C17H12.8	8.61	4.59	0	0	2.56	2.88
L2-intestine_up_vs_L2-reference	WBGene00009971	F53C11.1	F53C11.1	8.52	4.59	0	0	2.56	2.82
L2-intestine_up_vs_L2-reference	WBGene00001476	K08C7.2	fmo-1	9.08	4.58	0	0	2.54	2.31
L2-intestine_up_vs_L2-reference	WBGene00008900	F16H6.10	F16H6.10	8.53	4.58	0	0	2.53	3.4
L2-intestine_up_vs_L2-reference	WBGene00013295	Y57G11B.2	Y57G11B.2	9.2	4.57	0	0	2.51	3.7
L2-intestine_up_vs_L2-reference	WBGene00016574	C41H7.4	C41H7.4	10.67	4.57	0	0	2.49	2.92
L2-intestine_up_vs_L2-reference	WBGene00022868	ZK1240.3	ZK1240.3	8.74	4.57	0	0	2.49	2.68
L2-intestine_up_vs_L2-reference	WBGene00000971	E04F6.7	dhs-7	7.56	4.56	0	0	2.48	2.1
L2-intestine_up_vs_L2-reference	WBGene00012727	Y39G8B.7	Y39G8B.7	7.89	4.56	0	0	2.48	2.23
L2-intestine_up_vs_L2-reference	WBGene00004023	T16D1.2	pho-4	9.26	4.56	0	0	2.48	3.03
L2-intestine_up_vs_L2-reference	WBGene00008891	F16H6.1	clec-42	8.7	4.55	0	0	2.45	2.64
L2-intestine_up_vs_L2-reference	WBGene00044468	Y69A2AL.2	Y69A2AL.2	8.82	4.55	0	0	2.44	2.73
L2-intestine_up_vs_L2-reference	WBGene00016052	C24B9.9	dod-3	8.67	4.55	0	0	2.43	2.8
L2-intestine_up_vs_L2-reference	WBGene00006533	T28D6.2	tba-7	9.45	4.55	0	0	2.42	2.45
L2-intestine_up_vs_L2-reference	WBGene00010658	K08D8.4	K08D8.4	7.98	4.55	0	0	2.42	2.32
L2-intestine_up_vs_L2-reference	WBGene00019660	K11H12.4	K11H12.4	8.5	4.55	0	0	2.42	3.02
L2-intestine_up_vs_L2-reference	WBGene00012968	Y48A6B.7	Y48A6B.7	10.16	4.54	0	0	2.41	2.36
L2-intestine_up_vs_L2-reference	WBGene00008621	F09C8.1	F09C8.1	8.58	4.54	0	0	2.38	2.88
L2-intestine_up_vs_L2-reference	WBGene00001786	F35E8.8	gst-38	9.42	4.53	0	0	2.38	3.32
L2-intestine_up_vs_L2-reference	WBGene00000007	T11F9.4	aat-6	7.83	4.53	0	0	2.37	2.14
L2-intestine_up_vs_L2-reference	WBGene00015932	C17H12.6	C17H12.6	7.99	4.53	0	0	2.36	3.15
L2-intestine_up_vs_L2-reference	WBGene00009636	F42F12.4	F42F12.4	9.68	4.53	0	0	2.35	3.42
L2-intestine_up_vs_L2-reference	WBGene00018210	F39G3.5	F39G3.5	9.19	4.53	0	0	2.35	2.47
L2-intestine_up_vs_L2-reference	WBGene00007546	C13C4.1	nhr-153	8.03	4.52	0	0	2.35	2.23
L2-intestine_up_vs_L2-reference	WBGene00021252	Y22D7AL.14	Y22D7AL.14	8.21	4.52	0	0	2.33	2.04
